generatedAt=2026-03-24T17:24:27.390Z
reportGeneratedAt=2026-03-24T17:23:48.781Z
cc=5
totalTokens=207
withAnyPairs=207
withWsolPairs=207
withWsolLiq1k=4
withWsolLiq10k=4

token | occurrences | wsolPairs | bestWsolLiqUsd | change24h | class | gmgn
8m9tntW5HS5V9pT4kvwNqNLsecFqooKxNzaV8qELJncb | 1 | 1 | 0 | 24.17 | no_liquidity | https://gmgn.ai/sol/token/8m9tntW5HS5V9pT4kvwNqNLsecFqooKxNzaV8qELJncb
HZmq5R37dcPUWkz2T7wUguSLAw12NXs7pugCH1zczjeC | 1 | 1 | 0 | -25.68 | no_liquidity | https://gmgn.ai/sol/token/HZmq5R37dcPUWkz2T7wUguSLAw12NXs7pugCH1zczjeC
FcZ3jZhScjVBoqnDp6o9XncSaGh5p5pjmoZ4MkRbT1uq | 1 | 1 | 0 | 171 | no_liquidity | https://gmgn.ai/sol/token/FcZ3jZhScjVBoqnDp6o9XncSaGh5p5pjmoZ4MkRbT1uq
6YEQH7dupokdEzVdoZdJAJBnrcY3xZmto6LAGqTTdQtJ | 1 | 1 | 0 | 66.66 | no_liquidity | https://gmgn.ai/sol/token/6YEQH7dupokdEzVdoZdJAJBnrcY3xZmto6LAGqTTdQtJ
5Cz2TAuqoaR5cCo2Y54uRxLkRcwMUo3bJrtnD2kgYdJN | 1 | 1 | 0 | 22.71 | no_liquidity | https://gmgn.ai/sol/token/5Cz2TAuqoaR5cCo2Y54uRxLkRcwMUo3bJrtnD2kgYdJN
CaeHuvvrqKd6P75MPteL452Dosy7F91xhGLdbvVuoSzn | 1 | 1 | 0 | 267 | no_liquidity | https://gmgn.ai/sol/token/CaeHuvvrqKd6P75MPteL452Dosy7F91xhGLdbvVuoSzn
6emhsoifoUMav81MESwPeu4zTWRwHqgknPmch5mb76VP | 1 | 1 | 0 | 80.54 | no_liquidity | https://gmgn.ai/sol/token/6emhsoifoUMav81MESwPeu4zTWRwHqgknPmch5mb76VP
GwykmY2cR1Y3tDBykA897PefgSrhW2n9x2wbBx4zKsUP | 1 | 1 | 0 | 23.32 | no_liquidity | https://gmgn.ai/sol/token/GwykmY2cR1Y3tDBykA897PefgSrhW2n9x2wbBx4zKsUP
9SwwXnuJzWkm9vYo13MXMNDAMUzaDo1Z5kSp8hn9QDyW | 1 | 1 | 0 | 80.21 | no_liquidity | https://gmgn.ai/sol/token/9SwwXnuJzWkm9vYo13MXMNDAMUzaDo1Z5kSp8hn9QDyW
F6skBDTq7vovWueZLp7hsHkj9qhPYz8uKUvg6Trncgid | 1 | 1 | 0 | 38.29 | no_liquidity | https://gmgn.ai/sol/token/F6skBDTq7vovWueZLp7hsHkj9qhPYz8uKUvg6Trncgid
GSLstj6jpTtwTyYGa43xNG5v164jAbAWDXxNt6oFuX38 | 1 | 1 | 0 | 38.25 | no_liquidity | https://gmgn.ai/sol/token/GSLstj6jpTtwTyYGa43xNG5v164jAbAWDXxNt6oFuX38
GDwnjhacKWWR25e1iYB9Az8jYzUe8TeruuoSAKJrEnA7 | 1 | 1 | 0 | 82.65 | no_liquidity | https://gmgn.ai/sol/token/GDwnjhacKWWR25e1iYB9Az8jYzUe8TeruuoSAKJrEnA7
JAxKApgzeCoY8aQHSNd2c5yhYqsZwV3uWCHzVqCT3fUk | 1 | 1 | 0 | 58.89 | no_liquidity | https://gmgn.ai/sol/token/JAxKApgzeCoY8aQHSNd2c5yhYqsZwV3uWCHzVqCT3fUk
BjSh4zaEBqmi2xQbSiWjAGonW2XZGmoKc2JNaT5jzjg7 | 1 | 1 | 0 | 231 | no_liquidity | https://gmgn.ai/sol/token/BjSh4zaEBqmi2xQbSiWjAGonW2XZGmoKc2JNaT5jzjg7
8Jv4un69SawMST6yD98X1U2MCAdSpg2LPC8SEgT2onzZ | 1 | 1 | 0 | 520 | no_liquidity | https://gmgn.ai/sol/token/8Jv4un69SawMST6yD98X1U2MCAdSpg2LPC8SEgT2onzZ
6CrHNEVx8b7Jhs4q2YvQTnFgYEwocft8xV2z6bQURQJx | 1 | 1 | 0 | 400 | no_liquidity | https://gmgn.ai/sol/token/6CrHNEVx8b7Jhs4q2YvQTnFgYEwocft8xV2z6bQURQJx
F5XbemXaZxVutjWQcVp19RTjUUVJV8CggQK4i1AsJ2VY | 1 | 1 | 0 | 111 | no_liquidity | https://gmgn.ai/sol/token/F5XbemXaZxVutjWQcVp19RTjUUVJV8CggQK4i1AsJ2VY
2LLiQDQbfugQcWQ2SyvBZMCi8UPFU9pHCjLwYPnF1QXQ | 1 | 1 | 0 | 55.1 | no_liquidity | https://gmgn.ai/sol/token/2LLiQDQbfugQcWQ2SyvBZMCi8UPFU9pHCjLwYPnF1QXQ
E6K6BxzvUHJctaDXVBuvb16vkk7mek7tLTRSdQ2CezNN | 1 | 1 | 0 | 24.86 | no_liquidity | https://gmgn.ai/sol/token/E6K6BxzvUHJctaDXVBuvb16vkk7mek7tLTRSdQ2CezNN
C6Uh1NQJqc9CdczSzgr7CGg5zMRpaR1jszptRMMvrKR2 | 1 | 1 | 0 | 130 | no_liquidity | https://gmgn.ai/sol/token/C6Uh1NQJqc9CdczSzgr7CGg5zMRpaR1jszptRMMvrKR2
CStcXmWHUkyRhUUkoREuKxKqq7BVDhYxkvWNJDswyMEe | 1 | 1 | 0 | 73.61 | no_liquidity | https://gmgn.ai/sol/token/CStcXmWHUkyRhUUkoREuKxKqq7BVDhYxkvWNJDswyMEe
39XnU682vSKs1UdsVH5giyG3ky4k6PNZt9euMsQYPtcs | 1 | 1 | 0 | 324 | no_liquidity | https://gmgn.ai/sol/token/39XnU682vSKs1UdsVH5giyG3ky4k6PNZt9euMsQYPtcs
CizdsQFTgn6XkRftRv6cchvqzRPm7zC5MXfMTq8wWWbv | 1 | 1 | 0 | 158 | no_liquidity | https://gmgn.ai/sol/token/CizdsQFTgn6XkRftRv6cchvqzRPm7zC5MXfMTq8wWWbv
7tEqfxV3VBCYG2d8C7v6Lp7E2FzFd1yYugmLTUHbJTLK | 1 | 1 | 0 | 354 | no_liquidity | https://gmgn.ai/sol/token/7tEqfxV3VBCYG2d8C7v6Lp7E2FzFd1yYugmLTUHbJTLK
DCtnFSARob2GJNo72Yg1LZkv77sHKe4SbXohesx5vYDw | 1 | 1 | 0 | 72.92 | no_liquidity | https://gmgn.ai/sol/token/DCtnFSARob2GJNo72Yg1LZkv77sHKe4SbXohesx5vYDw
AL4R94o2SmenT6TRAZk6i8mga7MVKHsuTn1MW5wKCqCV | 1 | 1 | 0 | 30.33 | no_liquidity | https://gmgn.ai/sol/token/AL4R94o2SmenT6TRAZk6i8mga7MVKHsuTn1MW5wKCqCV
59vQSTLVmAohQ4J43AsReFsmoe3sktkP57xDJ5dpDXM9 | 1 | 1 | 0 | 135 | no_liquidity | https://gmgn.ai/sol/token/59vQSTLVmAohQ4J43AsReFsmoe3sktkP57xDJ5dpDXM9
Beqw3L3iTKXJ4uKh9a9tVNJeBBfmyHh1tvt23KamfNSz | 1 | 1 | 0 | 372 | no_liquidity | https://gmgn.ai/sol/token/Beqw3L3iTKXJ4uKh9a9tVNJeBBfmyHh1tvt23KamfNSz
4Wk7Rv9k4YhguvdrRG1sYxkAtvWao1stH6tRDYCfey5r | 1 | 1 | 0 | 52.59 | no_liquidity | https://gmgn.ai/sol/token/4Wk7Rv9k4YhguvdrRG1sYxkAtvWao1stH6tRDYCfey5r
2RhvWJWAF5dRu4FK7gL9zgTpkMaFacRWUjXdEmznyPLG | 1 | 1 | 0 | 16.72 | no_liquidity | https://gmgn.ai/sol/token/2RhvWJWAF5dRu4FK7gL9zgTpkMaFacRWUjXdEmznyPLG
8ye3AC2LbNNFpeKYNHxDQeYqjedLw2JrHtTzy9oHtCka | 1 | 1 | 0 | 51.39 | no_liquidity | https://gmgn.ai/sol/token/8ye3AC2LbNNFpeKYNHxDQeYqjedLw2JrHtTzy9oHtCka
6TfXgkG3LqEbvorQC96nW594E9UF6KydoyQo9r5Wg6Zt | 1 | 1 | 0 | 387 | no_liquidity | https://gmgn.ai/sol/token/6TfXgkG3LqEbvorQC96nW594E9UF6KydoyQo9r5Wg6Zt
2PE4jDuEqruNt6e4eJRQuoZGmRG8eqH29S9DRhzEDaYC | 1 | 1 | 0 | 488 | no_liquidity | https://gmgn.ai/sol/token/2PE4jDuEqruNt6e4eJRQuoZGmRG8eqH29S9DRhzEDaYC
3PPqEskEZRePhgdcxTEbsJj6svqeU68osBDBgRSjck2E | 1 | 1 | 0 | 195 | no_liquidity | https://gmgn.ai/sol/token/3PPqEskEZRePhgdcxTEbsJj6svqeU68osBDBgRSjck2E
7dbPLEk27vsXLoVK5YEBRdvrjywA3jXpwAuQXfcLXVqX | 1 | 1 | 0 | -88.52 | no_liquidity | https://gmgn.ai/sol/token/7dbPLEk27vsXLoVK5YEBRdvrjywA3jXpwAuQXfcLXVqX
9rBgsRS4mqSEoZ7K8exv7VHLUCjE6jx1V6KeyiPw8cWa | 1 | 1 | 0 | 55.81 | no_liquidity | https://gmgn.ai/sol/token/9rBgsRS4mqSEoZ7K8exv7VHLUCjE6jx1V6KeyiPw8cWa
3bk2HoRG8UQsWJMGSr1tHxR27D9336HqcFzwtnDpTti4 | 1 | 1 | 0 | 31.86 | no_liquidity | https://gmgn.ai/sol/token/3bk2HoRG8UQsWJMGSr1tHxR27D9336HqcFzwtnDpTti4
AyKAjcvDFeubArgbi4BvMfWVuN9hoHE8LcrgDZ1SYt5z | 1 | 1 | 0 | 134 | no_liquidity | https://gmgn.ai/sol/token/AyKAjcvDFeubArgbi4BvMfWVuN9hoHE8LcrgDZ1SYt5z
fRD478Hwh6d87aR9C4kpc6U5bsFzzrTWcuPL8Nk7Cfn | 1 | 1 | 0 | 22.31 | no_liquidity | https://gmgn.ai/sol/token/fRD478Hwh6d87aR9C4kpc6U5bsFzzrTWcuPL8Nk7Cfn
7udDsSC4czcAjUQMAHwMqD5UzGkJyW7NYm74mD2QMWr9 | 1 | 1 | 0 | -99.69 | no_liquidity | https://gmgn.ai/sol/token/7udDsSC4czcAjUQMAHwMqD5UzGkJyW7NYm74mD2QMWr9
5VUjD9RtJpgshqawbwCnQ9mMkMKobQS2A81xubVdqUuY | 1 | 1 | 0 | 56.26 | no_liquidity | https://gmgn.ai/sol/token/5VUjD9RtJpgshqawbwCnQ9mMkMKobQS2A81xubVdqUuY
WW7ahViBSYBvWJ732g6U5yBpJBYnBiXGnixysEjqWiR | 1 | 1 | 0 | 315 | no_liquidity | https://gmgn.ai/sol/token/WW7ahViBSYBvWJ732g6U5yBpJBYnBiXGnixysEjqWiR
FivvFgQVqeJiy8zjWN54UaEyfU3UyifFEpH2RbRWcHF2 | 1 | 1 | 0 | 463 | no_liquidity | https://gmgn.ai/sol/token/FivvFgQVqeJiy8zjWN54UaEyfU3UyifFEpH2RbRWcHF2
2zithYmzgxvDgyPLYu23Ac2xmXmqPWBL3FoozayLt8jc | 1 | 1 | 0 | 211 | no_liquidity | https://gmgn.ai/sol/token/2zithYmzgxvDgyPLYu23Ac2xmXmqPWBL3FoozayLt8jc
61KxBSJizGswJTdS8mnXFsWAjiaAksrWDTcBw4qh1MKv | 1 | 1 | 0 | 29.34 | no_liquidity | https://gmgn.ai/sol/token/61KxBSJizGswJTdS8mnXFsWAjiaAksrWDTcBw4qh1MKv
6VH3xhVfAnHTik1x9QhyhdbbnN5QAAwwdEAggYCLGPuV | 1 | 1 | 0 | 264 | no_liquidity | https://gmgn.ai/sol/token/6VH3xhVfAnHTik1x9QhyhdbbnN5QAAwwdEAggYCLGPuV
GeoT1fWfy3bKmE8pwAcfR2bokM366818xhXf9o9nmAHu | 1 | 1 | 0 | 28.9 | no_liquidity | https://gmgn.ai/sol/token/GeoT1fWfy3bKmE8pwAcfR2bokM366818xhXf9o9nmAHu
BKtrfC8gZRR3bTUdNE4PLgy3hjNfanUTwu3VKWUogXhR | 1 | 1 | 0 | 63.55 | no_liquidity | https://gmgn.ai/sol/token/BKtrfC8gZRR3bTUdNE4PLgy3hjNfanUTwu3VKWUogXhR
B4KX2iJ25kcerzcjs5rNQTEXQWBYMxpPeSFxqLzgsJ3R | 1 | 1 | 0 | 25.13 | no_liquidity | https://gmgn.ai/sol/token/B4KX2iJ25kcerzcjs5rNQTEXQWBYMxpPeSFxqLzgsJ3R
6upjAvTdvyJcKRpEeak6kAevhveu8EbRrgzXCR5fSine | 1 | 1 | 0 | 562 | no_liquidity | https://gmgn.ai/sol/token/6upjAvTdvyJcKRpEeak6kAevhveu8EbRrgzXCR5fSine
6JGUpjBMg9PUn3KM71AyDeny5t7irCyrYdUeuqedNiiM | 1 | 1 | 0 | 294 | no_liquidity | https://gmgn.ai/sol/token/6JGUpjBMg9PUn3KM71AyDeny5t7irCyrYdUeuqedNiiM
F6Dv3Hu3LYuEga8DfjxhS18SC1UwcmwoeR5kTdhEc95u | 1 | 1 | 0 | 186 | no_liquidity | https://gmgn.ai/sol/token/F6Dv3Hu3LYuEga8DfjxhS18SC1UwcmwoeR5kTdhEc95u
9EmJCXPZfHA2XKiTb51FkLCwUbxb87rpfCfgS3qjLpoy | 1 | 1 | 0 | 23.92 | no_liquidity | https://gmgn.ai/sol/token/9EmJCXPZfHA2XKiTb51FkLCwUbxb87rpfCfgS3qjLpoy
3dCz1KtAG6aXbL89YMrawR3pK3ZyJQeDJg77uN2Mw1oj | 1 | 1 | 0 | 176 | no_liquidity | https://gmgn.ai/sol/token/3dCz1KtAG6aXbL89YMrawR3pK3ZyJQeDJg77uN2Mw1oj
8sB1CEZUdCJHuzxYSDNApvkNTkxp1tb7fHLfkn59Pjhp | 1 | 1 | 0 | 122 | no_liquidity | https://gmgn.ai/sol/token/8sB1CEZUdCJHuzxYSDNApvkNTkxp1tb7fHLfkn59Pjhp
4ssMkAqLd8Mai5FqyAXdqQ9mf5g2NLJEsbJDdXppxBMq | 1 | 1 | 0 | 36.63 | no_liquidity | https://gmgn.ai/sol/token/4ssMkAqLd8Mai5FqyAXdqQ9mf5g2NLJEsbJDdXppxBMq
J81pD1A9sC3utEEkMMqmE4475FyUNEc7PEedrEJBJHyG | 1 | 1 | 0 | 163 | no_liquidity | https://gmgn.ai/sol/token/J81pD1A9sC3utEEkMMqmE4475FyUNEc7PEedrEJBJHyG
D3gkY9rUoGCpScDZJsizyTq6GmrvZj2p433MRQQxURa3 | 1 | 1 | 0 | 78.15 | no_liquidity | https://gmgn.ai/sol/token/D3gkY9rUoGCpScDZJsizyTq6GmrvZj2p433MRQQxURa3
41JsnMvsEJhtLJFaBrRvporPTngVUdbeiRbFmvirDctf | 1 | 1 | 0 | 22.61 | no_liquidity | https://gmgn.ai/sol/token/41JsnMvsEJhtLJFaBrRvporPTngVUdbeiRbFmvirDctf
AQVAFgAZpwyPEa1cysRvg6i79BWJEwrJJs8L7zRvg8C5 | 1 | 1 | 0 | 61.27 | no_liquidity | https://gmgn.ai/sol/token/AQVAFgAZpwyPEa1cysRvg6i79BWJEwrJJs8L7zRvg8C5
77NkscergrdJYkwp2TxvvksNHaMvt5Dg5AnfYr8U2g1Z | 1 | 1 | 0 | -64.49 | no_liquidity | https://gmgn.ai/sol/token/77NkscergrdJYkwp2TxvvksNHaMvt5Dg5AnfYr8U2g1Z
2c9TqRPvjo7D65EmbxsYSK1WdL6h4mG8uYMcXtVuFAUG | 1 | 1 | 0 | 406 | no_liquidity | https://gmgn.ai/sol/token/2c9TqRPvjo7D65EmbxsYSK1WdL6h4mG8uYMcXtVuFAUG
6aJJ3aYq3jG7P9hGAoq6wu572XTCM7mWSCmh26H3bNtT | 1 | 1 | 0 | 5.57 | no_liquidity | https://gmgn.ai/sol/token/6aJJ3aYq3jG7P9hGAoq6wu572XTCM7mWSCmh26H3bNtT
EauXRsm6mMy5E5ZHaat2Y4oja4d2aFsGnQr2his4pom9 | 1 | 1 | 0 | 27.84 | no_liquidity | https://gmgn.ai/sol/token/EauXRsm6mMy5E5ZHaat2Y4oja4d2aFsGnQr2his4pom9
AQxvEHDatA9pxiWTsorfQGWkde8LGu6ZFECZfcYeMuvv | 1 | 1 | 0 | -54.76 | no_liquidity | https://gmgn.ai/sol/token/AQxvEHDatA9pxiWTsorfQGWkde8LGu6ZFECZfcYeMuvv
EMN43QKhNZ5vC5eu5kHiBEwo2t2wR4JPeh8zk8btbvEs | 1 | 1 | 0 | 5.21 | no_liquidity | https://gmgn.ai/sol/token/EMN43QKhNZ5vC5eu5kHiBEwo2t2wR4JPeh8zk8btbvEs
61NFV1jeQwNt6a5PS1YQ3ryZvno5bhzv2gaZJModcGi6 | 1 | 1 | 0 | 341 | no_liquidity | https://gmgn.ai/sol/token/61NFV1jeQwNt6a5PS1YQ3ryZvno5bhzv2gaZJModcGi6
RVSktZ8AYsd3EmpS9XgeMTdiEUFp7Wd4znLNuZwYXL9 | 1 | 1 | 0 | 13.14 | no_liquidity | https://gmgn.ai/sol/token/RVSktZ8AYsd3EmpS9XgeMTdiEUFp7Wd4znLNuZwYXL9
G1UBw52yKhwYfqwEwC2Tb65ogVCbky8VtqXV3xAmwc19 | 1 | 1 | 0 | 46.87 | no_liquidity | https://gmgn.ai/sol/token/G1UBw52yKhwYfqwEwC2Tb65ogVCbky8VtqXV3xAmwc19
FMrqQBrSi1gZhA6sTcWJvVQJU1U7G6RyhcQtnZfHJjzR | 1 | 1 | 0 | 98.22 | no_liquidity | https://gmgn.ai/sol/token/FMrqQBrSi1gZhA6sTcWJvVQJU1U7G6RyhcQtnZfHJjzR
H58KtNdhjto8v1kxxBrcpgbAeQ1Lrnaxo2zz3V9NSpbM | 1 | 1 | 0 | 353 | no_liquidity | https://gmgn.ai/sol/token/H58KtNdhjto8v1kxxBrcpgbAeQ1Lrnaxo2zz3V9NSpbM
8hq2kstfZPgN6Qh4K2C6NSX9PsBKG4megWufDBhemZ4F | 1 | 1 | 0 | 551 | no_liquidity | https://gmgn.ai/sol/token/8hq2kstfZPgN6Qh4K2C6NSX9PsBKG4megWufDBhemZ4F
9Qp8i9dArn1GuC8GpUm5g2NiiUJiDhNXhCwgQ6hBC65d | 1 | 1 | 0 | 242 | no_liquidity | https://gmgn.ai/sol/token/9Qp8i9dArn1GuC8GpUm5g2NiiUJiDhNXhCwgQ6hBC65d
FNgXvroLM17zgUNRTyR2p7txgZNWiVqpbryxoNohxBWR | 1 | 1 | 0 | 23.56 | no_liquidity | https://gmgn.ai/sol/token/FNgXvroLM17zgUNRTyR2p7txgZNWiVqpbryxoNohxBWR
9fmMGQALMfrdDgRZkjmThd7fC5hJ4PLrL1nhC6GagE7k | 1 | 1 | 0 | 129 | no_liquidity | https://gmgn.ai/sol/token/9fmMGQALMfrdDgRZkjmThd7fC5hJ4PLrL1nhC6GagE7k
DaCK5UfXx3sqn28UB9DBJwRwRchqNCry1MeAwqxJQc3w | 1 | 1 | 0 | 8.37 | no_liquidity | https://gmgn.ai/sol/token/DaCK5UfXx3sqn28UB9DBJwRwRchqNCry1MeAwqxJQc3w
BLEATRf6cMdyoRwaJU1ramruQqY3ktAmUVLgYNHczCiz | 1 | 1 | 0 | -81.85 | no_liquidity | https://gmgn.ai/sol/token/BLEATRf6cMdyoRwaJU1ramruQqY3ktAmUVLgYNHczCiz
129xzGRbcgyr26hyu7Lugescap8ncVHdL7SKd7gYhmsy | 1 | 1 | 0 | 110 | no_liquidity | https://gmgn.ai/sol/token/129xzGRbcgyr26hyu7Lugescap8ncVHdL7SKd7gYhmsy
J2cU7dz7BEh3PHb1hVHkJm63aCnWfQsoRHakBXN6UBJC | 1 | 1 | 0 | 305 | no_liquidity | https://gmgn.ai/sol/token/J2cU7dz7BEh3PHb1hVHkJm63aCnWfQsoRHakBXN6UBJC
HnxDoLLSuVGQYWnMvMdhX2bKDEaWQk7QD4oBQNc5hq8v | 1 | 1 | 0 | -98.17 | no_liquidity | https://gmgn.ai/sol/token/HnxDoLLSuVGQYWnMvMdhX2bKDEaWQk7QD4oBQNc5hq8v
DDTFs8sXwrqEDWVjnUivRdKM5dxu8RcNwmA7dKc8GR8s | 1 | 1 | 0 | 5.14 | no_liquidity | https://gmgn.ai/sol/token/DDTFs8sXwrqEDWVjnUivRdKM5dxu8RcNwmA7dKc8GR8s
6ByoFDH6PpS2QEnHWCKTXBdSTyPJg7f1yqYavmjCVz54 | 1 | 1 | 0 | 112 | no_liquidity | https://gmgn.ai/sol/token/6ByoFDH6PpS2QEnHWCKTXBdSTyPJg7f1yqYavmjCVz54
8YDnAi81A51EGuRN8fn8YhsK9ntDaR1tqqYy63CvWDAi | 1 | 1 | 0 | 170 | no_liquidity | https://gmgn.ai/sol/token/8YDnAi81A51EGuRN8fn8YhsK9ntDaR1tqqYy63CvWDAi
C6mSqkJzvWsCy5QzS6ZXCSPGipHw68LN625XaEwq38eK | 1 | 1 | 0 | 8.1 | no_liquidity | https://gmgn.ai/sol/token/C6mSqkJzvWsCy5QzS6ZXCSPGipHw68LN625XaEwq38eK
9eiCfK5M2RH4qXxpiPWcdkxoMDvcPBSBmNY3zx67zTyw | 1 | 1 | 0 | 62.65 | no_liquidity | https://gmgn.ai/sol/token/9eiCfK5M2RH4qXxpiPWcdkxoMDvcPBSBmNY3zx67zTyw
2scyjJXndFBtDREeM2VVSKqb3SVZ44VACFi9yxkWKXw1 | 1 | 1 | 0 | 312 | no_liquidity | https://gmgn.ai/sol/token/2scyjJXndFBtDREeM2VVSKqb3SVZ44VACFi9yxkWKXw1
7XtSNjppGLrB9Re6nQqvLscoysqBX3zcr9JKuakVnb9i | 1 | 1 | 0 | 149 | no_liquidity | https://gmgn.ai/sol/token/7XtSNjppGLrB9Re6nQqvLscoysqBX3zcr9JKuakVnb9i
2vFYSbBysTxKGcBmfLz7x7wTQcjSr6qaRncXQUvLEMf3 | 1 | 1 | 0 | 24.35 | no_liquidity | https://gmgn.ai/sol/token/2vFYSbBysTxKGcBmfLz7x7wTQcjSr6qaRncXQUvLEMf3
5FH3SXWT19MBo9gq4io13KZLY9JdKBGPeeJ5BVMrmoon | 1 | 1 | 0 | -99.51 | no_liquidity | https://gmgn.ai/sol/token/5FH3SXWT19MBo9gq4io13KZLY9JdKBGPeeJ5BVMrmoon
GkAgh1tDmNGFhVB5hq2ZxJsoEnqFNLK4iTBZogUjQkDB | 1 | 1 | 0 | 64.35 | no_liquidity | https://gmgn.ai/sol/token/GkAgh1tDmNGFhVB5hq2ZxJsoEnqFNLK4iTBZogUjQkDB
827nYTevfvCBaodu2GmW5XmuZ1NGd1tcWpy3pC7kQvy9 | 1 | 1 | 0 | 22.88 | no_liquidity | https://gmgn.ai/sol/token/827nYTevfvCBaodu2GmW5XmuZ1NGd1tcWpy3pC7kQvy9
41LRZenf11R6jMBsYUSYG3c1D7DieR1kN1dhxf3i7HUu | 1 | 1 | 0 | 48.15 | no_liquidity | https://gmgn.ai/sol/token/41LRZenf11R6jMBsYUSYG3c1D7DieR1kN1dhxf3i7HUu
DvbtnPVhYQNRfLfcDLcr3XCyAvQqgiBWGFNbxQ9Tzruy | 1 | 1 | 0 | 59.15 | no_liquidity | https://gmgn.ai/sol/token/DvbtnPVhYQNRfLfcDLcr3XCyAvQqgiBWGFNbxQ9Tzruy
EoA4XNgSKjZjdAFnD6vCqQ2yA3BGUV44wVuu9RU1hAZF | 1 | 1 | 0 | 56.64 | no_liquidity | https://gmgn.ai/sol/token/EoA4XNgSKjZjdAFnD6vCqQ2yA3BGUV44wVuu9RU1hAZF
E64ADsrAUq2R7CV2C7ZWJf7m3EUBM3NUEnByKoeGvdjg | 1 | 1 | 0 | 38.38 | no_liquidity | https://gmgn.ai/sol/token/E64ADsrAUq2R7CV2C7ZWJf7m3EUBM3NUEnByKoeGvdjg
92JwtskFaY7ScCHtLiQyCw9wX5FLfvsiv1YR72Ha55Ww | 1 | 1 | 0 | 77 | no_liquidity | https://gmgn.ai/sol/token/92JwtskFaY7ScCHtLiQyCw9wX5FLfvsiv1YR72Ha55Ww
6meaipWTJhJEqb2piWX5RMYSbRd9nBaqfMmuFxzwV6GZ | 1 | 1 | 0 | 57.47 | no_liquidity | https://gmgn.ai/sol/token/6meaipWTJhJEqb2piWX5RMYSbRd9nBaqfMmuFxzwV6GZ
