generatedAt=2026-03-24T17:24:27.390Z
reportGeneratedAt=2026-03-24T17:23:48.781Z
cc=5
totalTokens=207
withAnyPairs=207
withWsolPairs=207
withWsolLiq1k=4
withWsolLiq10k=4

token | occurrences | wsolPairs | bestWsolLiqUsd | change24h | class | gmgn
Ga5zxDEht69JBVVcEVF12VMd5x8gNtmPy2ZdwNDsQJhU | 1 | 1 | 0 | 84.82 | no_liquidity | https://gmgn.ai/sol/token/Ga5zxDEht69JBVVcEVF12VMd5x8gNtmPy2ZdwNDsQJhU
Gwhme9tvPoxtp3p1FNVTHy61VdEibKUZLhY7fbS4VgLq | 1 | 1 | 0 | 90.26 | no_liquidity | https://gmgn.ai/sol/token/Gwhme9tvPoxtp3p1FNVTHy61VdEibKUZLhY7fbS4VgLq
7JpBepikYipGuNcgXDrPBB9UkLCM6efA1qFbS46MneF2 | 1 | 1 | 0 | 86.87 | no_liquidity | https://gmgn.ai/sol/token/7JpBepikYipGuNcgXDrPBB9UkLCM6efA1qFbS46MneF2
2xwbHmZvciMtgwSDxADG78Q846s1ZSW7js9gqYwzX831 | 1 | 1 | 0 | 133 | no_liquidity | https://gmgn.ai/sol/token/2xwbHmZvciMtgwSDxADG78Q846s1ZSW7js9gqYwzX831
CYUfAAw47EwqYJgkzK4KJYznJ56dsDAp63NoVpyvAExJ | 1 | 1 | 0 | 269 | no_liquidity | https://gmgn.ai/sol/token/CYUfAAw47EwqYJgkzK4KJYznJ56dsDAp63NoVpyvAExJ
4eB8QbjpvCjya98e4esUrzEX6U25o7BjhxDzJ5zZi7Vb | 1 | 1 | 0 | 114 | no_liquidity | https://gmgn.ai/sol/token/4eB8QbjpvCjya98e4esUrzEX6U25o7BjhxDzJ5zZi7Vb
BrYABf9BB1pN698XQnLJsQGGk4cxA9fRAGFuSc2UxNWR | 1 | 1 | 0 | 253 | no_liquidity | https://gmgn.ai/sol/token/BrYABf9BB1pN698XQnLJsQGGk4cxA9fRAGFuSc2UxNWR
2wLqN3JMB3Vv52YQS7LNUmPrVKw8FRfshD3jkmgvaDvn | 1 | 1 | 0 | 102 | no_liquidity | https://gmgn.ai/sol/token/2wLqN3JMB3Vv52YQS7LNUmPrVKw8FRfshD3jkmgvaDvn
FBjw3pWfrusYE83jpWjEjnBwEivC16vori7sPyRj56KG | 1 | 1 | 0 | 434 | no_liquidity | https://gmgn.ai/sol/token/FBjw3pWfrusYE83jpWjEjnBwEivC16vori7sPyRj56KG
9jxsnrSfn95P2vKk1BVpzJtKXwKNrNq4c21LEivMVD2V | 1 | 1 | 0 | 142 | no_liquidity | https://gmgn.ai/sol/token/9jxsnrSfn95P2vKk1BVpzJtKXwKNrNq4c21LEivMVD2V
5gW9VgJK57weCD3rStjnyYMzxE2uhGB5XF7c9zvftSFE | 1 | 1 | 0 | 70.52 | no_liquidity | https://gmgn.ai/sol/token/5gW9VgJK57weCD3rStjnyYMzxE2uhGB5XF7c9zvftSFE
HtTkohzcXiwLaq8XENa3PACTBjqzfHVjFadGApBFvQwH | 1 | 1 | 0 | 131 | no_liquidity | https://gmgn.ai/sol/token/HtTkohzcXiwLaq8XENa3PACTBjqzfHVjFadGApBFvQwH
TdJHN8ztiyrPi63Zmx2aFMD6wjuAnznxb1hViZEpump | 1 | 1 | 0 | 99.57 | no_liquidity | https://gmgn.ai/sol/token/TdJHN8ztiyrPi63Zmx2aFMD6wjuAnznxb1hViZEpump
4bG8NYEA5n1Pi8AYhxNJGmeKVwFEiiBQWHjvMpW7SS9v | 1 | 1 | 0 | -41.81 | no_liquidity | https://gmgn.ai/sol/token/4bG8NYEA5n1Pi8AYhxNJGmeKVwFEiiBQWHjvMpW7SS9v
FdcEG1LMRgbe9ZA7K6oHrfGvzcvP6rMwamFHsQb2hmrG | 1 | 1 | 0 | -99.6 | no_liquidity | https://gmgn.ai/sol/token/FdcEG1LMRgbe9ZA7K6oHrfGvzcvP6rMwamFHsQb2hmrG
EyzFSKXFJQvhBXrcP1RHx9iNoBNsCHZqY21rxxcKP1Vi | 1 | 1 | 0 | -97.27 | no_liquidity | https://gmgn.ai/sol/token/EyzFSKXFJQvhBXrcP1RHx9iNoBNsCHZqY21rxxcKP1Vi
AN2Sg28X4ezMJuZkDgJLiJQrR6QBP6pEMd8qcU3VQUPb | 1 | 1 | 0 | 650 | no_liquidity | https://gmgn.ai/sol/token/AN2Sg28X4ezMJuZkDgJLiJQrR6QBP6pEMd8qcU3VQUPb
6SuRsdo44cuY1Wu4gzEPF4UNq7Vj9zgzjw23PMpgEF7r | 1 | 1 | 0 | 36.56 | no_liquidity | https://gmgn.ai/sol/token/6SuRsdo44cuY1Wu4gzEPF4UNq7Vj9zgzjw23PMpgEF7r
DQRLKhNRqGBRwSwQiNuZ2TEj7pQVh68EbMZy6txdbaW8 | 1 | 1 | 0 | -84.65 | no_liquidity | https://gmgn.ai/sol/token/DQRLKhNRqGBRwSwQiNuZ2TEj7pQVh68EbMZy6txdbaW8
GvMgUMkfG9PyuAaXRzotDvTLt1PPo76Jz8XMucR95rNa | 1 | 1 | 0 | 2582 | no_liquidity | https://gmgn.ai/sol/token/GvMgUMkfG9PyuAaXRzotDvTLt1PPo76Jz8XMucR95rNa
FeHVaPpCotL7c6RcViFQYdACTMq4hPgn7GN2gW88zxCP | 1 | 1 | 0 | 1053 | no_liquidity | https://gmgn.ai/sol/token/FeHVaPpCotL7c6RcViFQYdACTMq4hPgn7GN2gW88zxCP
GETCz7fxgvrFKBuaEeenJeH6ymtLom2nGmZ8Mbs348Aj | 1 | 1 | 0 | 48.17 | no_liquidity | https://gmgn.ai/sol/token/GETCz7fxgvrFKBuaEeenJeH6ymtLom2nGmZ8Mbs348Aj
6oP4Ak6fd28aduYm4TTFrruU6MFTab13eb6uVjuG8Uiw | 1 | 1 | 0 | 1220 | no_liquidity | https://gmgn.ai/sol/token/6oP4Ak6fd28aduYm4TTFrruU6MFTab13eb6uVjuG8Uiw
ErTPpzM61WFFrqhnZoxjgkiWvKxDmr9VHMvH1ctWuBLd | 1 | 1 | 0 | 55.93 | no_liquidity | https://gmgn.ai/sol/token/ErTPpzM61WFFrqhnZoxjgkiWvKxDmr9VHMvH1ctWuBLd
Cbicrx79Eoth4iQNzHrbC39Zpxtg3z6iMWeiFKE89iue | 1 | 1 | 0 | 547 | no_liquidity | https://gmgn.ai/sol/token/Cbicrx79Eoth4iQNzHrbC39Zpxtg3z6iMWeiFKE89iue
9hh1diUowCBXi7oPzaaXgsvJSvMfoSD4XUA73aFbmMsp | 1 | 1 | 0 | -99.94 | no_liquidity | https://gmgn.ai/sol/token/9hh1diUowCBXi7oPzaaXgsvJSvMfoSD4XUA73aFbmMsp
4D8KfNDovHu8hWJ6687sbjC3KTMZH6z23QzQxaP3moon | 1 | 1 | 0 | 49.23 | no_liquidity | https://gmgn.ai/sol/token/4D8KfNDovHu8hWJ6687sbjC3KTMZH6z23QzQxaP3moon
B13ZLTy3RmAKZCzAdTo4mVftzRJ91ScNaNCMtYChe8hZ | 1 | 1 | 0 | 99.09 | no_liquidity | https://gmgn.ai/sol/token/B13ZLTy3RmAKZCzAdTo4mVftzRJ91ScNaNCMtYChe8hZ
4imQqcg92S3n59pvwQY4RCVDuwnrCtS47gu1AJEBjfrx | 1 | 1 | 0 | 909 | no_liquidity | https://gmgn.ai/sol/token/4imQqcg92S3n59pvwQY4RCVDuwnrCtS47gu1AJEBjfrx
ohMwzgXN78xC6pWWGS79P2kH2FkTmcya3tG8tyXpNv1 | 1 | 1 | 0 | 215 | no_liquidity | https://gmgn.ai/sol/token/ohMwzgXN78xC6pWWGS79P2kH2FkTmcya3tG8tyXpNv1
6vBvAnh8s3kMt7XVdC9no8HLAnGpsBB6vwPgbU5UEi78 | 1 | 1 | 0 | 123 | no_liquidity | https://gmgn.ai/sol/token/6vBvAnh8s3kMt7XVdC9no8HLAnGpsBB6vwPgbU5UEi78
GnBHQtSCLbiwRg4vXTsETbYe7dKmk1eSWXBiAgjiipcL | 1 | 1 | 0 | 24.8 | no_liquidity | https://gmgn.ai/sol/token/GnBHQtSCLbiwRg4vXTsETbYe7dKmk1eSWXBiAgjiipcL
CSvEj7AcEs9iptHo5zTPz5L7e3DXXvQFjE5W4pPsGQ5q | 1 | 1 | 0 | 5.49 | no_liquidity | https://gmgn.ai/sol/token/CSvEj7AcEs9iptHo5zTPz5L7e3DXXvQFjE5W4pPsGQ5q
EGA4e6vGj5vfrNHBuuY35vVvyEF5gf6rJHzWQA7yS8gz | 1 | 1 | 0 | 397 | no_liquidity | https://gmgn.ai/sol/token/EGA4e6vGj5vfrNHBuuY35vVvyEF5gf6rJHzWQA7yS8gz
3SajPW23RUbcjsXJPnuxPQ88PPKb2xj6Akd57w4neNCT | 1 | 1 | 0 | 8.34 | no_liquidity | https://gmgn.ai/sol/token/3SajPW23RUbcjsXJPnuxPQ88PPKb2xj6Akd57w4neNCT
GfDpVoPqVk7xbAuek5MmrMFnLnAfJ5zdpr5cNejsi7bv | 1 | 1 | 0 | 161 | no_liquidity | https://gmgn.ai/sol/token/GfDpVoPqVk7xbAuek5MmrMFnLnAfJ5zdpr5cNejsi7bv
BS9RDrHdhiP7Dwiw6yQYP3fZLwmzXA1h6AWbkGPEdFHt | 1 | 1 | 0 | 6.46 | no_liquidity | https://gmgn.ai/sol/token/BS9RDrHdhiP7Dwiw6yQYP3fZLwmzXA1h6AWbkGPEdFHt
4K4D6wP6mEpn4puWQ6swuLVajrooxVHeQENUdH7VBa2i | 1 | 1 | 0 | 3.51 | no_liquidity | https://gmgn.ai/sol/token/4K4D6wP6mEpn4puWQ6swuLVajrooxVHeQENUdH7VBa2i
AvBKYEa6JWHVxt8A54RY27HxttJtzKaenRnqjRoX3zfp | 1 | 1 | 0 | 159 | no_liquidity | https://gmgn.ai/sol/token/AvBKYEa6JWHVxt8A54RY27HxttJtzKaenRnqjRoX3zfp
84LpZHAmppTM7yvFxtod8CYYHsTyioS8jsqywmLLxkEB | 1 | 1 | 0 | 107 | no_liquidity | https://gmgn.ai/sol/token/84LpZHAmppTM7yvFxtod8CYYHsTyioS8jsqywmLLxkEB
7YSh4gL6CBgdYCJVE5Qmm6Wydh21mBFQnhKuYryDLaPh | 1 | 1 | 0 | 23.29 | no_liquidity | https://gmgn.ai/sol/token/7YSh4gL6CBgdYCJVE5Qmm6Wydh21mBFQnhKuYryDLaPh
7bCoSxNNfA5LXNAYkiX15gbYKKFEuqizbJpqF9us4QWD | 1 | 1 | 0 | 22.55 | no_liquidity | https://gmgn.ai/sol/token/7bCoSxNNfA5LXNAYkiX15gbYKKFEuqizbJpqF9us4QWD
5GzJNzycPD8XqCZppHvQq6XFSKC68MuHXXpwRQuSv3MA | 1 | 1 | 0 | 63.91 | no_liquidity | https://gmgn.ai/sol/token/5GzJNzycPD8XqCZppHvQq6XFSKC68MuHXXpwRQuSv3MA
FRw9hxXUuA1tNucqPaanbQa2KJoLAE8NqHSNyxqnwVzg | 1 | 1 | 0 | 97.89 | no_liquidity | https://gmgn.ai/sol/token/FRw9hxXUuA1tNucqPaanbQa2KJoLAE8NqHSNyxqnwVzg
8E5JVRRMPQA9ioLm4wyL5rFNdU1cz5ZobtUwHoiQ81g1 | 1 | 1 | 0 | 32.59 | no_liquidity | https://gmgn.ai/sol/token/8E5JVRRMPQA9ioLm4wyL5rFNdU1cz5ZobtUwHoiQ81g1
Ann5GRWyjHHbMXGYSPUGZcVvanXnaivm9cGfH5F5RbSy | 1 | 1 | 0 | 108 | no_liquidity | https://gmgn.ai/sol/token/Ann5GRWyjHHbMXGYSPUGZcVvanXnaivm9cGfH5F5RbSy
7PukeFjRFB571CC7GgpEfpxpfUfhv9ctqcdZVqddRHvb | 1 | 1 | 0 | 8.2 | no_liquidity | https://gmgn.ai/sol/token/7PukeFjRFB571CC7GgpEfpxpfUfhv9ctqcdZVqddRHvb
GGPH8n1rXtFKSLrGtZNfpbV2zUnw9iGoJbvNZHFxBmae | 1 | 1 | 0 | 149 | no_liquidity | https://gmgn.ai/sol/token/GGPH8n1rXtFKSLrGtZNfpbV2zUnw9iGoJbvNZHFxBmae
FszUHh3BTxyVa35noGdPLnt3SrT3y7Xdx4jiiH3WiE4G | 1 | 1 | 0 | 82.44 | no_liquidity | https://gmgn.ai/sol/token/FszUHh3BTxyVa35noGdPLnt3SrT3y7Xdx4jiiH3WiE4G
9GVnDkH1o9HpwpHmcGf3PUqqUS3knnKb3gu4783GpK3p | 1 | 1 | 0 | 294 | no_liquidity | https://gmgn.ai/sol/token/9GVnDkH1o9HpwpHmcGf3PUqqUS3knnKb3gu4783GpK3p
CnfLkxkKmKAtBXRX7BpL9xxcNXddf8vw5YNSQz5yJ3rk | 1 | 1 | 0 | 170 | no_liquidity | https://gmgn.ai/sol/token/CnfLkxkKmKAtBXRX7BpL9xxcNXddf8vw5YNSQz5yJ3rk
5xUUY7JtKwS63zVrYuQxsmXfUZLtiggshVFcbDakWE5L | 1 | 1 | 0 | 240 | no_liquidity | https://gmgn.ai/sol/token/5xUUY7JtKwS63zVrYuQxsmXfUZLtiggshVFcbDakWE5L
n67YtFC9VjEXbhRDapZ95YXaaAyyq638aSJSkKZnDa6 | 1 | 1 | 0 | 73.84 | no_liquidity | https://gmgn.ai/sol/token/n67YtFC9VjEXbhRDapZ95YXaaAyyq638aSJSkKZnDa6
FYYhYUY8kn3SpwAa7qy2d2ULL16uSWr5m694zFWQFb4b | 1 | 1 | 0 | 75.84 | no_liquidity | https://gmgn.ai/sol/token/FYYhYUY8kn3SpwAa7qy2d2ULL16uSWr5m694zFWQFb4b
J9uMwdeV31wDLjYYSWiKdM5VSDBdiHwpdc1wHgJr6HJc | 1 | 1 | 0 | 56.03 | no_liquidity | https://gmgn.ai/sol/token/J9uMwdeV31wDLjYYSWiKdM5VSDBdiHwpdc1wHgJr6HJc
DWmf4TE3ZLrm8ogevJHajF7bkDZuFgQfAWuV9vPSdmF9 | 1 | 1 | 0 | -74.88 | no_liquidity | https://gmgn.ai/sol/token/DWmf4TE3ZLrm8ogevJHajF7bkDZuFgQfAWuV9vPSdmF9
DJR26oc7tRoSNpbCAe9Wxess2Mbhc6Yy2DoXEtm98Ndt | 1 | 1 | 0 | 236 | no_liquidity | https://gmgn.ai/sol/token/DJR26oc7tRoSNpbCAe9Wxess2Mbhc6Yy2DoXEtm98Ndt
hNLd6ZJs6e4pNcr4UroX1CLnQdfZNd7wDcWjVcefkH3 | 1 | 1 | 0 | 1365 | no_liquidity | https://gmgn.ai/sol/token/hNLd6ZJs6e4pNcr4UroX1CLnQdfZNd7wDcWjVcefkH3
43WKA7gUgEXuVfPJKS9iU8na5nJk4s6EVvGxNBG1zjAb | 1 | 1 | 0 | 297 | no_liquidity | https://gmgn.ai/sol/token/43WKA7gUgEXuVfPJKS9iU8na5nJk4s6EVvGxNBG1zjAb
5JVjRp7mfCDDGYW1RWenaaKT6L4xNLT2vgHq62LRdoBW | 1 | 1 | 0 | 25.93 | no_liquidity | https://gmgn.ai/sol/token/5JVjRp7mfCDDGYW1RWenaaKT6L4xNLT2vgHq62LRdoBW
FW5WZFRzk4BNzr8mi8EAXko68EdqKbbBH3vcR5kfowPc | 1 | 1 | 0 | 176 | no_liquidity | https://gmgn.ai/sol/token/FW5WZFRzk4BNzr8mi8EAXko68EdqKbbBH3vcR5kfowPc
3qxmpN6SKQLi6ShWXFtcBRBckpsyCStJMcpy7Y3MhDAH | 1 | 1 | 0 | -99.99 | no_liquidity | https://gmgn.ai/sol/token/3qxmpN6SKQLi6ShWXFtcBRBckpsyCStJMcpy7Y3MhDAH
Fr5WaUJhoHWU2o8fcUDf4CRMPEJchV4Uf32MTPutrezf | 1 | 1 | 0 | 50.17 | no_liquidity | https://gmgn.ai/sol/token/Fr5WaUJhoHWU2o8fcUDf4CRMPEJchV4Uf32MTPutrezf
CNKKYMiGXWCphpq47zzh7yhTG5qZhBwkkAehtktn1BF6 | 1 | 1 | 0 | 18.64 | no_liquidity | https://gmgn.ai/sol/token/CNKKYMiGXWCphpq47zzh7yhTG5qZhBwkkAehtktn1BF6
9XdHJ46NXtpa4Wptn5daqAAzNsDuui3mJnQ5N6No7aC8 | 1 | 1 | 0 | 446 | no_liquidity | https://gmgn.ai/sol/token/9XdHJ46NXtpa4Wptn5daqAAzNsDuui3mJnQ5N6No7aC8
3SCihQob4PbN89WjWrT4muHtiG39JRmUxB1qjQNHa2ev | 1 | 1 | 0 | 788 | no_liquidity | https://gmgn.ai/sol/token/3SCihQob4PbN89WjWrT4muHtiG39JRmUxB1qjQNHa2ev
J4Q4uC7uGP1zfYsupKi8LTMTfC3tiknbJypWUc1ucVvd | 1 | 1 | 0 | 314 | no_liquidity | https://gmgn.ai/sol/token/J4Q4uC7uGP1zfYsupKi8LTMTfC3tiknbJypWUc1ucVvd
5psafxYKFxDYBPYSVwAh2HpxTUGN5fd6Bwcjk3tgWZgH | 1 | 1 | 0 | 188 | no_liquidity | https://gmgn.ai/sol/token/5psafxYKFxDYBPYSVwAh2HpxTUGN5fd6Bwcjk3tgWZgH
Gpd35xp4PmQ2hV7KRKokhgSU33AmLRdNzD2fCAXq7cDT | 1 | 1 | 0 | 47.46 | no_liquidity | https://gmgn.ai/sol/token/Gpd35xp4PmQ2hV7KRKokhgSU33AmLRdNzD2fCAXq7cDT
A7Urgrjt86ekwccrGsMnZ3weoQ5vHdTcPjCYKUMse6Rv | 1 | 1 | 0 | 9.54 | no_liquidity | https://gmgn.ai/sol/token/A7Urgrjt86ekwccrGsMnZ3weoQ5vHdTcPjCYKUMse6Rv
rJKm3A5Ru2zxsAG2io4TN2R8BvtorjEQ6qeQuB2PBz1 | 1 | 1 | 0 | -57.65 | no_liquidity | https://gmgn.ai/sol/token/rJKm3A5Ru2zxsAG2io4TN2R8BvtorjEQ6qeQuB2PBz1
EFAgjjXeuqvmqtNRWjfURjD7vfZPn8FuWTex2HQ8SAwb | 1 | 1 | 0 | 155 | no_liquidity | https://gmgn.ai/sol/token/EFAgjjXeuqvmqtNRWjfURjD7vfZPn8FuWTex2HQ8SAwb
8Yy3nYPwtmp5NYZFLBz3efGdiN9DVvR58XrPaYYpcrer | 1 | 1 | 0 | 10146541 | no_liquidity | https://gmgn.ai/sol/token/8Yy3nYPwtmp5NYZFLBz3efGdiN9DVvR58XrPaYYpcrer
BZ5unzXMZHdkGQdiDtQt9bxmW5abZN7ziL6PfBGPzc1Q | 1 | 1 | 0 | -6.04 | no_liquidity | https://gmgn.ai/sol/token/BZ5unzXMZHdkGQdiDtQt9bxmW5abZN7ziL6PfBGPzc1Q
2SKf6D3mCwmW4wQnFVYJ2aMwRkgts3mH629obZXDRExa | 1 | 1 | 0 | 162 | no_liquidity | https://gmgn.ai/sol/token/2SKf6D3mCwmW4wQnFVYJ2aMwRkgts3mH629obZXDRExa
8ajzPiwrpJh1RB8N9fbEKNmcLuDa8H2sWizTqZNgFTsq | 1 | 1 | 0 | 391 | no_liquidity | https://gmgn.ai/sol/token/8ajzPiwrpJh1RB8N9fbEKNmcLuDa8H2sWizTqZNgFTsq
6Fovpc7A7VpQh426isN4yNDykvBecorhkaiveEZjG3di | 1 | 1 | 0 | 250 | no_liquidity | https://gmgn.ai/sol/token/6Fovpc7A7VpQh426isN4yNDykvBecorhkaiveEZjG3di
8i9xPaT38GgSvYDZ4wcpzAznnQbBDgyFJaDCJoHkeqHW | 1 | 1 | 0 | 142 | no_liquidity | https://gmgn.ai/sol/token/8i9xPaT38GgSvYDZ4wcpzAznnQbBDgyFJaDCJoHkeqHW
3UfFkWooppKkzsDfUrAbvYw7ptxoq46K53HwJmTM4Bhw | 1 | 1 | 0 | 84.75 | no_liquidity | https://gmgn.ai/sol/token/3UfFkWooppKkzsDfUrAbvYw7ptxoq46K53HwJmTM4Bhw
4YLcmSXqG554KwbwT9Xr12FtCwZoYApMVYthEQaCv6vB | 1 | 1 | 0 | 7.21 | no_liquidity | https://gmgn.ai/sol/token/4YLcmSXqG554KwbwT9Xr12FtCwZoYApMVYthEQaCv6vB
CA36bLCaoxtbZgSxcA1wv6MNbbWFdhXv9UBRYVLK4wQY | 1 | 1 | 0 | 36.63 | no_liquidity | https://gmgn.ai/sol/token/CA36bLCaoxtbZgSxcA1wv6MNbbWFdhXv9UBRYVLK4wQY
FLve1FyBXu4Nf1YptnTzfxgbKX8Tw7La1qKPKBt5iYDB | 1 | 1 | 0 | 448 | no_liquidity | https://gmgn.ai/sol/token/FLve1FyBXu4Nf1YptnTzfxgbKX8Tw7La1qKPKBt5iYDB
8Pbcq1Zn4fXLJ8kqskGNXNXt3JRh7dm4b2pKNbBZofoe | 1 | 1 | 0 | 63.23 | no_liquidity | https://gmgn.ai/sol/token/8Pbcq1Zn4fXLJ8kqskGNXNXt3JRh7dm4b2pKNbBZofoe
LFZswaCaxD6xKmguCg1Bv94p6d9mg5TPUNhcdPek48f | 1 | 1 | 0 | 51.4 | no_liquidity | https://gmgn.ai/sol/token/LFZswaCaxD6xKmguCg1Bv94p6d9mg5TPUNhcdPek48f
CWQYWi2KyGeGseqEvEoDr7hqfiCLFhX1gDoeApQ5BMtS | 1 | 1 | 0 | 64.34 | no_liquidity | https://gmgn.ai/sol/token/CWQYWi2KyGeGseqEvEoDr7hqfiCLFhX1gDoeApQ5BMtS
7fsRLnjKGJRWjDxfAa4NqdjnjfRATKvAkTvW7oCqwvcm | 1 | 1 | 0 | 28754400 | no_liquidity | https://gmgn.ai/sol/token/7fsRLnjKGJRWjDxfAa4NqdjnjfRATKvAkTvW7oCqwvcm
64ov9cTh7NR5n7c1CfBCXe2b88UXRoEYKmx2XHcht2pw | 1 | 1 | 0 | 2291 | no_liquidity | https://gmgn.ai/sol/token/64ov9cTh7NR5n7c1CfBCXe2b88UXRoEYKmx2XHcht2pw
DUEqEcHwZVW61VzBHkMiweTGmvEkWRNR27s2aPGGCCKg | 1 | 1 | 0 | 174532292 | no_liquidity | https://gmgn.ai/sol/token/DUEqEcHwZVW61VzBHkMiweTGmvEkWRNR27s2aPGGCCKg
FfVLe3VfQ2p83y48ypVtVxg8of41nvocHKN8ARNUDzRq | 1 | 1 | 0 | 68.9 | no_liquidity | https://gmgn.ai/sol/token/FfVLe3VfQ2p83y48ypVtVxg8of41nvocHKN8ARNUDzRq
438UrcJMtGwxxZKL9575rW7DYDzLAetkQAzmcLp9QTjY | 1 | 1 | 0 | -99.34 | no_liquidity | https://gmgn.ai/sol/token/438UrcJMtGwxxZKL9575rW7DYDzLAetkQAzmcLp9QTjY
5uJ1zAcUsfRVMb3RPXGrSrQbA3YtRGTv9cuguHTCmnvJ | 1 | 1 | 0 | 145 | no_liquidity | https://gmgn.ai/sol/token/5uJ1zAcUsfRVMb3RPXGrSrQbA3YtRGTv9cuguHTCmnvJ
CQ5VBmrmMLJxQG5dJG2qNM9n4ZNeAo6q7g86w9VLNgsX | 1 | 1 | 0 | 40745846 | no_liquidity | https://gmgn.ai/sol/token/CQ5VBmrmMLJxQG5dJG2qNM9n4ZNeAo6q7g86w9VLNgsX
87KWkXSfhnEHk9MHjaJfwUPLs7CtP5HErQeeXzuq26D2 | 1 | 1 | 0 | 76.41 | no_liquidity | https://gmgn.ai/sol/token/87KWkXSfhnEHk9MHjaJfwUPLs7CtP5HErQeeXzuq26D2
49c6oKzGcinX9fcPu9oaau7vRMxSRtNneVPVnwjVvvaP | 1 | 1 | 0 | 14.8 | no_liquidity | https://gmgn.ai/sol/token/49c6oKzGcinX9fcPu9oaau7vRMxSRtNneVPVnwjVvvaP
DTNko2UoTEDr94DCobnjZUxkEtXkSNMDambiES1eDbAU | 1 | 1 | 0 | 9.03 | no_liquidity | https://gmgn.ai/sol/token/DTNko2UoTEDr94DCobnjZUxkEtXkSNMDambiES1eDbAU
4ZovFaRbMGPZQFvPZ4dUAKNsE6HTi7JDQ72jRcEEcSYJ | 1 | 1 | 0 | 25.3 | no_liquidity | https://gmgn.ai/sol/token/4ZovFaRbMGPZQFvPZ4dUAKNsE6HTi7JDQ72jRcEEcSYJ
EjY1BJQz8ErGrLyELMZhBkw4CnehwKx7LV5QCyk7j21p | 1 | 1 | 0 | 110 | no_liquidity | https://gmgn.ai/sol/token/EjY1BJQz8ErGrLyELMZhBkw4CnehwKx7LV5QCyk7j21p
